,artist,album,YYYYNN
33905,"산이 (San E), 레이나",달고나,201626
33906,TWICE,PAGE TWO,201626
33907,어반 자카파 (Urban Zakapa),스틸,201626
33908,"사이먼 도미닉 (Simon Dominic), GRAY (그레이), 원 (ONE)",쇼미더머니 5 Episode 2,201626
33909,"로꼬 (LOCO), GRAY (그레이)",GOOD,201626
34000,"사이먼 도미닉 (Simon Dominic), GRAY (그레이), 원 (ONE)",쇼미더머니 5 Episode 2,201627
34001,자이언티(Zion.T),쇼미더머니 5 Special,201627
34002,씨스타 (Sistar),沒我愛(몰아애),201627
34003,언니쓰,언니들의 슬램덩크,201627
34004,태연 (TAEYEON),Why- The 2nd Mini Album,201627
34005,"매드 클라운 (Mad Clown), 샵건 (#Gun)",쇼미더머니 5 Episode 2,201627
34006,태연 (TAEYEON),Why- The 2nd Mini Album,201627
34007,비스트 (Beast),Butterfly,201627
34008,"사이먼 도미닉 (Simon Dominic), 원(ONE), 지투(G2), BewhY",쇼미더머니 5 Episode 1,201627
34009,"KUSH, 자이언티(Zion.T)",쇼미더머니 5 Special,201627
34100,원더걸스 (Wonder girls),Why So Lonely,201628
34101,비와이(BewhY),쇼미더머니 5 Episode 3,201628
34102,언니쓰,언니들의 슬램덩크,201628
34103,비스트 (Beast),Highlight,201628
34104,보이비 (Boi B),쇼미더머니 5 Episode 3,201628
34105,자이언티(Zion.T),쇼미더머니 5 Special,201628
34106,씨스타 (Sistar),沒我愛(몰아애),201628
34107,"사이먼 도미닉 (Simon Dominic), GRAY (그레이), 원 (ONE)",쇼미더머니 5 Episode 2,201628
34108,태연 (TAEYEON),Why- The 2nd Mini Album,201628
34109,비와이(BewhY),쇼미더머니 5 Episode 4,201628
34200,여자친구 (GFRIEND),The 1st Album `LOL`,201629
34201,비와이(BewhY),쇼미더머니 5 Episode 4,201629
34202,원더걸스 (Wonder girls),Why So Lonely,201629
34203,비와이(BewhY),쇼미더머니 5 Episode 3,201629
34204,샵건 (#Gun),쇼미더머니 5 Episode 4,201629
34205,언니쓰,언니들의 슬램덩크,201629
34206,씨스타 (Sistar),沒我愛(몰아애),201629
34207,씨잼(Cjamm),쇼미더머니 5 Episode 4,201629
34208,비스트 (Beast),Highlight,201629
34209,TWICE,PAGE TWO,201629
34300,여자친구 (GFRIEND),The 1st Album `LOL`,201630
34301,비와이(BewhY),쇼미더머니 5 Episode 4,201630
34302,원더걸스 (Wonder girls),Why So Lonely,201630
34303,비와이(BewhY),쇼미더머니 5 Episode 3,201630
34304,언니쓰,언니들의 슬램덩크,201630
34305,씨스타 (Sistar),沒我愛(몰아애),201630
34306,"허각, 정은지(Apink)",‘PLAN A’ FIRST EPISODE,201630
34307,TWICE,PAGE TWO,201630
34308,헤이즈 (Heize),And July,201630
34309,어반 자카파 (Urban Zakapa),스틸,201630
34400,원더걸스 (Wonder girls),Why So Lonely,201631
34401,여자친구 (GFRIEND),The 1st Album `LOL`,201631
34402,비와이(BewhY),쇼미더머니 5 Episode 4,201631
34403,비와이(BewhY),쇼미더머니 5 Episode 3,201631
34404,"허각, 정은지(Apink)",‘PLAN A’ FIRST EPISODE,201631
34405,TWICE,PAGE TWO,201631
34406,씨스타 (Sistar),沒我愛(몰아애),201631
34407,언니쓰,언니들의 슬램덩크,201631
34408,어반 자카파 (Urban Zakapa),스틸,201631
34409,수퍼비 (SUPERBEE),냉탕에 상어,201631
34500,스탠딩 에그(Standing Egg),여름밤에 우린,201632
34501,원더걸스 (Wonder girls),Why So Lonely,201632
34502,여자친구 (GFRIEND),The 1st Album `LOL`,201632
34503,비와이(BewhY),쇼미더머니 5 Episode 4,201632
34504,현아 (HyunA),A`wesome,201632
34505,TWICE,PAGE TWO,201632
34506,비와이(BewhY),쇼미더머니 5 Episode 3,201632
34507,"허각, 정은지(Apink)",‘PLAN A’ FIRST EPISODE,201632
34508,어반 자카파 (Urban Zakapa),스틸,201632
34509,씨스타 (Sistar),沒我愛(몰아애),201632
34600,BLACKPINK,SQUARE ONE,201633
34601,아이오아이 (I.O.I),Whatta Man,201633
34602,스탠딩 에그(Standing Egg),여름밤에 우린,201633
34603,원더걸스 (Wonder girls),Why So Lonely,201633
34604,"씨잼 (C Jamm), 비와이(BewhY)",puzzle,201633
34605,여자친구 (GFRIEND),The 1st Album `LOL`,201633
34606,BLACKPINK,SQUARE ONE,201633
34607,비와이(BewhY),쇼미더머니 5 Episode 4,201633
34608,TWICE,PAGE TWO,201633
34609,보이비 (Boi B),쇼미더머니 5 Episode 3,201633
34700,BLACKPINK,SQUARE ONE,201634
34701,EXO,LOTTO - The 3rd Album Repackage,201634
34702,"씨잼 (C Jamm), 비와이(BewhY)",puzzle,201634
34703,스탠딩 에그(Standing Egg),여름밤에 우린,201634
34704,아이오아이 (I.O.I),Whatta Man,201634
34705,여자친구 (GFRIEND),The 1st Album `LOL`,201634
34706,BLACKPINK,SQUARE ONE,201634
34707,원더걸스 (Wonder girls),Why So Lonely,201634
34708,비와이(BewhY),쇼미더머니 5 Episode 4,201634
34709,TWICE,PAGE TWO,201634
34800,에일리 (Ailee),If You,201635
34801,한동근,이 소설의 끝을 다시 써보려 해,201635
34802,BLACKPINK,SQUARE ONE,201635
34803,어반 자카파 (Urban Zakapa),목요일 밤,201635
34804,"소유 (SOYOU), 유승우",구르미 그린 달빛 OST Part 1,201635
34805,EXO,LOTTO - The 3rd Album Repackage,201635
34806,"첸, 백현, 시우민 (EXO)",달의 연인 - 보보경심 려 OST Part 1,201635
34807,"씨잼 (C Jamm), 비와이(BewhY)",puzzle,201635
34808,여자친구 (GFRIEND),The 1st Album `LOL`,201635
34809,BLACKPINK,SQUARE ONE,201635
34900,한동근,이 소설의 끝을 다시 써보려 해,201636
34901,어반 자카파 (Urban Zakapa),목요일 밤,201636
34902,에일리 (Ailee),If You,201636
34903,BLACKPINK,SQUARE ONE,201636
34904,"첸, 백현, 시우민 (EXO)",달의 연인 - 보보경심 려 OST Part 1,201636
34905,"소유 (SOYOU), 유승우",구르미 그린 달빛 OST Part 1,201636
34906,한동근,The 3rd Digital Single `그대라는 사치`,201636
34907,"씨잼 (C Jamm), 비와이(BewhY)",puzzle,201636
34908,여자친구 (GFRIEND),The 1st Album `LOL`,201636
34909,어반 자카파 (Urban Zakapa),스틸,201636
35000,임창정,I`M,201637
35001,거미,구르미 그린 달빛 OST Part.3,201637
35002,레드벨벳(Red Velvet),Russian Roulette - The 3rd Mini Album,201637
35003,한동근,이 소설의 끝을 다시 써보려 해,201637
35004,어반 자카파 (Urban Zakapa),목요일 밤,201637
35005,BLACKPINK,SQUARE ONE,201637
35006,에일리 (Ailee),If You,201637
35007,다비치,달의 연인 - 보보경심 려 OST Part 4,201637
35008,바비 (BOBBY),The MOBB,201637
35009,"첸, 백현, 시우민 (EXO)",달의 연인 - 보보경심 려 OST Part 1,201637
35100,임창정,I`M,201638
35101,레드벨벳(Red Velvet),Russian Roulette - The 3rd Mini Album,201638
35102,한동근,이 소설의 끝을 다시 써보려 해,201638
35103,거미,구르미 그린 달빛 OST Part.3,201638
35104,성시경,구르미 그린 달빛 OST Part.5,201638
35105,어반 자카파 (Urban Zakapa),목요일 밤,201638
35106,BLACKPINK,SQUARE ONE,201638
35107,한동근,The 3rd Digital Single `그대라는 사치`,201638
35108,에일리 (Ailee),If You,201638
35109,벤 (Ben),구르미 그린 달빛 OST Part 4,201638
35200,임창정,I`M,201639
35201,"유재석, EXO",Dancing King,201639
35202,볼빨간사춘기,Full Album RED PLANET,201639
35203,한동근,이 소설의 끝을 다시 써보려 해,201639
35204,레드벨벳(Red Velvet),Russian Roulette - The 3rd Mini Album,201639
35205,성시경,구르미 그린 달빛 OST Part.5,201639
35206,거미,구르미 그린 달빛 OST Part.3,201639
35207,인피니트 (Infinite),INFINITE ONLY,201639
35208,마마무 (Mamamoo),NEW YORK,201639
35209,어반 자카파 (Urban Zakapa),목요일 밤,201639
35300,박효신,I am A Dreamer,201640
35301,볼빨간사춘기,Full Album RED PLANET,201640
35302,GOT7,FLIGHT LOG : TURBULENCE,201640
35303,임창정,I`M,201640
35304,에이핑크 (Apink),Pink Revolution,201640
35305,"유재석, EXO",Dancing King,201640
35306,한동근,이 소설의 끝을 다시 써보려 해,201640
35307,레드벨벳(Red Velvet),Russian Roulette - The 3rd Mini Album,201640
35308,거미,구르미 그린 달빛 OST Part.3,201640
35309,성시경,구르미 그린 달빛 OST Part.5,201640
35400,젝스키스,세 단어,201641
35401,박효신,I am A Dreamer,201641
35402,볼빨간사춘기,Full Album RED PLANET,201641
35403,샤이니 (SHINee),1 of 1 - The 5th Album,201641
35404,임창정,I`M,201641
35405,박효신,I am A Dreamer,201641
35406,박효신,I am A Dreamer,201641
35407,한동근,이 소설의 끝을 다시 써보려 해,201641
35408,레드벨벳(Red Velvet),Russian Roulette - The 3rd Mini Album,201641
35409,"유재석, EXO",Dancing King,201641
35500,방탄소년단,WINGS,201642
35501,젝스키스,세 단어,201642
35502,박보검,구르미 그린 달빛 OST Part 11,201642
35503,볼빨간사춘기,Full Album RED PLANET,201642
35504,다비치,50 X HALF,201642
35505,크러쉬 (CRUSH),wonderlust,201642
35506,박효신,I am A Dreamer,201642
35507,임창정,I`M,201642
35508,한동근,이 소설의 끝을 다시 써보려 해,201642
35509,레드벨벳(Red Velvet),Russian Roulette - The 3rd Mini Album,201642
35600,아이오아이 (I.O.I),miss me?,201643
35601,크러쉬 (CRUSH),wonderlust,201643
35602,다비치,50 X HALF,201643
35603,방탄소년단,WINGS,201643
35604,볼빨간사춘기,Full Album RED PLANET,201643
35605,젝스키스,세 단어,201643
35606,임창정,I`M,201643
35607,박효신,I am A Dreamer,201643
35608,한동근,이 소설의 끝을 다시 써보려 해,201643
35609,아이오아이 (I.O.I),miss me?,201643
35700,TWICE,TWICEcoaster : LANE 1,201644
35701,아이오아이 (I.O.I),miss me?,201644
35702,젝스키스,세 단어,201644
35703,볼빨간사춘기,Full Album RED PLANET,201644
35704,다비치,50 X HALF,201644
35705,크러쉬 (CRUSH),wonderlust,201644
35706,임창정,I`M,201644
35707,박효신,I am A Dreamer,201644
35708,방탄소년단,WINGS,201644
35709,한동근,이 소설의 끝을 다시 써보려 해,201644
35800,TWICE,TWICEcoaster : LANE 1,201645
35801,태연 (TAEYEON),11:11,201645
35802,BLACKPINK,SQUARE TWO,201645
35803,EXO-CBX (첸백시),Hey Mama! - The 1st Mini Album,201645
35804,MC몽,U.F.O,201645
35805,아이오아이 (I.O.I),miss me?,201645
35806,볼빨간사춘기,Full Album RED PLANET,201645
35807,빅스 (VIXX),Kratos,201645
35808,다비치,50 X HALF,201645
35809,BLACKPINK,SQUARE TWO,201645
35900,TWICE,TWICEcoaster : LANE 1,201646
35901,마마무 (Mamamoo),MEMORY,201646
35902,태연 (TAEYEON),11:11,201646
35903,BLACKPINK,SQUARE TWO,201646
35904,비투비 (BTOB),NEW MEN,201646
35905,로꼬 (LOCO),남아있어,201646
35906,아이오아이 (I.O.I),miss me?,201646
35907,볼빨간사춘기,Full Album RED PLANET,201646
35908,MC몽,U.F.O,201646
35909,"임슬옹, 조이",이별을 배웠어 (Always In My Heart),201646
36000,TWICE,TWICEcoaster : LANE 1,201647
36001,긱스 (Geeks),가끔,201647
36002,BLACKPINK,SQUARE TWO,201647
36003,샤이니 (SHINee),1 and 1 - The 5th Album Repackage,201647
36004,태연 (TAEYEON),11:11,201647
36005,마마무 (Mamamoo),MEMORY,201647
36006,볼빨간사춘기,Full Album RED PLANET,201647
36007,어반 자카파 (Urban Zakapa),이번 주 아내가 바람을 핍니다 OST Part.3,201647
36008,아이오아이 (I.O.I),miss me?,201647
36009,로꼬 (LOCO),남아있어,201647
36100,"희철, 민경훈",나비잠 (Sweet Dream),201648
36101,세정,Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정,201648
36102,TWICE,TWICEcoaster : LANE 1,201648
36103,산이 (San E),나쁜X (BAD YEAR),201648
36104,마마무 (Mamamoo),MEMORY,201648
36105,BLACKPINK,SQUARE TWO,201648
36106,태연 (TAEYEON),11:11,201648
36107,볼빨간사춘기,Full Album RED PLANET,201648
36108,아이오아이 (I.O.I),miss me?,201648
36109,윤미래,푸른 바다의 전설 OST Part 2,201648
36200,정승환,목소리,201649
36201,지코 (ZICO),BERMUDA TRIANGLE,201649
36202,마마무 (Mamamoo),MEMORY,201649
36203,젝스키스,2016 Re-ALBUM,201649
36204,"희철, 민경훈",나비잠 (Sweet Dream),201649
36205,세정,Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정,201649
36206,TWICE,TWICEcoaster : LANE 1,201649
36207,비원에이포 (B1A4),GOOD TIMING,201649
36208,BLACKPINK,SQUARE TWO,201649
36209,매드 클라운 (Mad Clown),거짓말,201649
36300,헤이즈 (Heize),저 별,201650
36301,젝스키스,2016 Re-ALBUM,201650
36302,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1,201650
36303,정승환,목소리,201650
36304,마마무 (Mamamoo),MEMORY,201650
36305,지코 (ZICO),BERMUDA TRIANGLE,201650
36306,TWICE,TWICEcoaster : LANE 1,201650
36307,"희철, 민경훈",나비잠 (Sweet Dream),201650
36308,세정,Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정,201650
36309,BLACKPINK,SQUARE TWO,201650
36400,BIGBANG (빅뱅),MADE,201651
36401,BIGBANG (빅뱅),MADE,201651
36402,BIGBANG (빅뱅),MADE,201651
36403,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1,201651
36404,헤이즈 (Heize),저 별,201651
36405,10cm,도깨비 OST Part 2,201651
36406,크러쉬 (CRUSH),도깨비 OST Part 4,201651
36407,정승환,목소리,201651
36408,마마무 (Mamamoo),MEMORY,201651
36409,TWICE,TWICEcoaster : LANE 1,201651
36500,BIGBANG (빅뱅),MADE,201652
36501,크러쉬 (CRUSH),도깨비 OST Part 4,201652
36502,볼빨간사춘기,Full Album RED PLANET (Hidden Track),201652
36503,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1,201652
36504,BIGBANG (빅뱅),MADE,201652
36505,헤이즈 (Heize),저 별,201652
36506,EXO,"For Life - 겨울 스페셜 앨범, 2016",201652
36507,BIGBANG (빅뱅),MADE,201652
36508,마마무 (Mamamoo),MEMORY,201652
36509,10cm,도깨비 OST Part 2,201652
36600,BIGBANG (빅뱅),MADE,201653
36601,볼빨간사춘기,Full Album RED PLANET (Hidden Track),201653
36602,샘김,도깨비 OST Part 6,201653
36603,크러쉬 (CRUSH),도깨비 OST Part 4,201653
36604,에디킴,도깨비 OST Part 5,201653
36605,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1,201653
36606,BIGBANG (빅뱅),MADE,201653
36607,헤이즈 (Heize),저 별,201653
36608,마마무 (Mamamoo),MEMORY,201653
36609,TWICE,TWICEcoaster : LANE 1,201653
36700,황광희 X 개코,무한도전 위대한 유산,201701
36701,AKMU (악뮤),사춘기 하 (思春記 下),201701
36702,하하 X MINO,무한도전 위대한 유산,201701
36703,신화,13TH UNCHANGING - TOUCH,201701
36704,소유 (SOYOU),도깨비 OST Part 7,201701
36705,크러쉬 (CRUSH),도깨비 OST Part 4,201701
36706,유재석 X 도끼 (Dok2),무한도전 위대한 유산,201701
36707,BIGBANG (빅뱅),MADE,201701
36708,정준일,도깨비 OST Part 8,201701
36709,볼빨간사춘기,Full Album RED PLANET (Hidden Track),201701
36800,에일리 (Ailee),도깨비 OST Part 9,201702
36801,어반 자카파 (Urban Zakapa),도깨비 OST Part 10,201702
36802,황광희 X 개코,무한도전 위대한 유산,201702
36803,크러쉬 (CRUSH),도깨비 OST Part 4,201702
36804,AKMU (악뮤),사춘기 하 (思春記 下),201702
36805,소유 (SOYOU),도깨비 OST Part 7,201702
36806,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1,201702
36807,BIGBANG (빅뱅),MADE,201702
36808,볼빨간사춘기,Full Album RED PLANET (Hidden Track),201702
36809,에디킴,도깨비 OST Part 5,201702
36900,에일리 (Ailee),도깨비 OST Part 9,201703
36901,수지,Yes? No?,201703
36902,아이오아이 (I.O.I),소나기,201703
36903,크러쉬 (CRUSH),도깨비 OST Part 4,201703
36904,비 (Rain),최고의 선물,201703
36905,마마무 (Mamamoo),도깨비 OST Part 13,201703
36906,소유 (SOYOU),도깨비 OST Part 7,201703
36907,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1,201703
36908,AKMU (악뮤),사춘기 하 (思春記 下),201703
36909,황광희 X 개코,무한도전 위대한 유산,201703
37000,에일리 (Ailee),도깨비 OST Part 9,201704
37001,다이나믹 듀오 (Dynamic Duo) & 첸 (CHEN),Mixxxture Project Vol.1,201704
37002,크러쉬 (CRUSH),도깨비 OST Part 4,201704
37003,헤이즈 (Heize),도깨비 OST Part 14,201704
37004,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1,201704
37005,소유 (SOYOU),도깨비 OST Part 7,201704
37006,수지,Yes? No?,201704
37007,AKMU (악뮤),사춘기 하 (思春記 下),201704
37008,볼빨간사춘기,Full Album RED PLANET (Hidden Track),201704
37009,어반 자카파 (Urban Zakapa),도깨비 OST Part 10,201704
37100,자이언티(Zion.T),OO,201705
37101,자이언티(Zion.T),OO,201705
37102,에일리 (Ailee),도깨비 OST Part 9,201705
37103,레드벨벳(Red Velvet),Rookie - The 4th Mini Album,201705
37104,자이언티(Zion.T),OO,201705
37105,크러쉬 (CRUSH),도깨비 OST Part 4,201705
37106,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1,201705
37107,다이나믹 듀오 (Dynamic Duo) & 첸 (CHEN),Mixxxture Project Vol.1,201705
37108,소유 (SOYOU),도깨비 OST Part 7,201705
37109,매드 클라운 (Mad Clown),우리집을 못 찾겠군요,201705
37200,블락비 (Block B),YESTERDAY,201706
37201,에일리 (Ailee),도깨비 OST Part 9,201706
37202,레드벨벳(Red Velvet),Rookie - The 4th Mini Album,201706
37203,자이언티(Zion.T),OO,201706
37204,매드 클라운 (Mad Clown),우리집을 못 찾겠군요,201706
37205,자이언티(Zion.T),OO,201706
37206,크러쉬 (CRUSH),도깨비 OST Part 4,201706
37207,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1,201706
37208,AKMU (악뮤),사춘기 하 (思春記 下),201706
37209,볼빨간사춘기,Full Album RED PLANET (Hidden Track),201706
37300,방탄소년단,YOU NEVER WALK ALONE,201707
37301,"소유 (SOYOU), 백현 (BAEKHYUN)",비가와,201707
37302,에일리 (Ailee),도깨비 OST Part 9,201707
37303,블락비 (Block B),YESTERDAY,201707
37304,레드벨벳(Red Velvet),Rookie - The 4th Mini Album,201707
37305,방탄소년단,YOU NEVER WALK ALONE,201707
37306,자이언티(Zion.T),OO,201707
37307,DEAN,limbo,201707
37308,크러쉬 (CRUSH),도깨비 OST Part 4,201707
37309,매드 클라운 (Mad Clown),우리집을 못 찾겠군요,201707
37400,TWICE,TWICEcoaster : LANE 2,201708
37401,방탄소년단,YOU NEVER WALK ALONE,201708
37402,에일리 (Ailee),도깨비 OST Part 9,201708
37403,"소유 (SOYOU), 백현 (BAEKHYUN)",비가와,201708
37404,레드벨벳(Red Velvet),Rookie - The 4th Mini Album,201708
37405,DEAN,limbo,201708
37406,블락비 (Block B),YESTERDAY,201708
37407,자이언티(Zion.T),OO,201708
37408,CHEEZE (치즈),좋아해 (bye),201708
37409,크러쉬 (CRUSH),도깨비 OST Part 4,201708
37500,태연 (TAEYEON),My Voice - The 1st Album,201709
37501,TWICE,TWICEcoaster : LANE 2,201709
37502,에일리 (Ailee),도깨비 OST Part 9,201709
37503,레드벨벳(Red Velvet),Rookie - The 4th Mini Album,201709
37504,방탄소년단,YOU NEVER WALK ALONE,201709
37505,블락비 (Block B),YESTERDAY,201709
37506,"소유 (SOYOU), 백현 (BAEKHYUN)",비가와,201709
37507,AKMU (악뮤),사춘기 하 (思春記 下),201709
37508,볼빨간사춘기,Full Album RED PLANET (Hidden Track),201709
37509,태연 (TAEYEON),My Voice - The 1st Album,201709
37600,태연 (TAEYEON),My Voice - The 1st Album,201710
37601,여자친구 (GFRIEND),The 4th Mini Album `THE AWAKENING`,201710
37602,TWICE,TWICEcoaster : LANE 2,201710
37603,비투비 (BTOB),Feel`eM,201710
37604,정키 (Jung Key),EMPTY,201710
37605,에일리 (Ailee),도깨비 OST Part 9,201710
37606,레드벨벳(Red Velvet),Rookie - The 4th Mini Album,201710
37607,블락비 (Block B),YESTERDAY,201710
37608,볼빨간사춘기,Full Album RED PLANET (Hidden Track),201710
37609,AKMU (악뮤),사춘기 하 (思春記 下),201710
37700,정키 (Jung Key),EMPTY,201711
37701,TWICE,TWICEcoaster : LANE 2,201711
37702,태연 (TAEYEON),My Voice - The 1st Album,201711
37703,에일리 (Ailee),도깨비 OST Part 9,201711
37704,GOT7,FLIGHT LOG : ARRIVAL,201711
37705,하이라이트(Highlight),CAN YOU FEEL IT?,201711
37706,여자친구 (GFRIEND),The 4th Mini Album `THE AWAKENING`,201711
37707,레드벨벳(Red Velvet),Rookie - The 4th Mini Album,201711
37708,비투비 (BTOB),Feel`eM,201711
37709,정준일,더 아름다운 것,201711
37800,하이라이트(Highlight),CAN YOU FEEL IT?,201712
37801,아이유 (IU),밤편지,201712
37802,TWICE,TWICEcoaster : LANE 2,201712
37803,태연 (TAEYEON),My Voice - The 1st Album,201712
37804,에일리 (Ailee),도깨비 OST Part 9,201712
37805,정키 (Jung Key),EMPTY,201712
37806,헨리 (Henry),그리워요 (Girlfriend),201712
37807,"마크툽 (MAKTUB), 구윤회",마크툽 프로젝트 Vol.03,201712
37808,AKMU (악뮤),사춘기 하 (思春記 下),201712
37809,레드벨벳(Red Velvet),Rookie - The 4th Mini Album,201712
37900,아이유 (IU),밤편지,201713
37901,하이라이트(Highlight),CAN YOU FEEL IT?,201713
37902,걸스데이 (Girl`s Day),GIRL`S DAY EVERYDAY #5,201713
37903,TWICE,TWICEcoaster : LANE 2,201713
37904,에일리 (Ailee),도깨비 OST Part 9,201713
37905,태연 (TAEYEON),My Voice - The 1st Album,201713
37906,"마크툽 (MAKTUB), 구윤회",마크툽 프로젝트 Vol.03,201713
37907,정키 (Jung Key),EMPTY,201713
37908,AKMU (악뮤),사춘기 하 (思春記 下),201713
37909,볼빨간사춘기,Full Album RED PLANET (Hidden Track),201713
38000,위너(WINNER),FATE NUMBER FOR,201714
38001,아이유 (IU),밤편지,201714
38002,아이유 (IU),사랑이 잘,201714
38003,태연 (TAEYEON),My Voice - The 1st Album Deluxe Edition,201714
38004,하이라이트(Highlight),CAN YOU FEEL IT?,201714
38005,위너(WINNER),FATE NUMBER FOR,201714
38006,"마크툽 (MAKTUB), 구윤회",마크툽 프로젝트 Vol.03,201714
38007,TWICE,TWICEcoaster : LANE 2,201714
38008,에일리 (Ailee),도깨비 OST Part 9,201714
38009,최하민(Osshun Gum),고등래퍼 FINAL,201714
38100,아이유 (IU),사랑이 잘,201715
38101,정은지,공간,201715
38102,위너(WINNER),FATE NUMBER FOR,201715
38103,지코 (ZICO),She`s a Baby,201715
38104,아이유 (IU),밤편지,201715
38105,태연 (TAEYEON),My Voice - The 1st Album Deluxe Edition,201715
38106,하이라이트(Highlight),CAN YOU FEEL IT?,201715
38107,"마크툽 (MAKTUB), 구윤회",마크툽 프로젝트 Vol.03,201715
38108,EXID,Eclipse,201715
38109,TWICE,TWICEcoaster : LANE 2,201715
38200,아이유 (IU),Palette,201716
38201,아이유 (IU),사랑이 잘,201716
38202,"효린, 창모 (CHANGMO)",BLUE MOON,201716
38203,지코 (ZICO),She`s a Baby,201716
38204,위너(WINNER),FATE NUMBER FOR,201716
38205,아이유 (IU),Palette,201716
38206,아이유 (IU),밤편지,201716
38207,아이유 (IU),Palette,201716
38208,아이유 (IU),Palette,201716
38209,아이유 (IU),Palette,201716
38300,아이유 (IU),Palette,201717
38301,혁오 (hyukoh),23,201717
38302,아이유 (IU),Palette,201717
38303,수란 (SURAN),WINE,201717
38304,아이유 (IU),Palette,201717
38305,아이유 (IU),사랑이 잘,201717
38306,아이유 (IU),Palette,201717
38307,젝스키스,THE 20TH ANNIVERSARY,201717
38308,"효린, 창모 (CHANGMO)",BLUE MOON,201717
38309,위너(WINNER),FATE NUMBER FOR,201717
38400,젝스키스,THE 20TH ANNIVERSARY,201718
38401,수란 (SURAN),WINE,201718
38402,아이유 (IU),Palette,201718
38403,혁오 (hyukoh),23,201718
38404,아이유 (IU),사랑이 잘,201718
38405,"효린, 창모 (CHANGMO)",BLUE MOON,201718
38406,위너(WINNER),FATE NUMBER FOR,201718
38407,아이유 (IU),Palette,201718
38408,아이유 (IU),Palette,201718
38409,아이유 (IU),밤편지,201718
38500,싸이 (Psy),PSY 8th 4X2=8,201719
38501,젝스키스,THE 20TH ANNIVERSARY,201719
38502,싸이 (Psy),PSY 8th 4X2=8,201719
38503,언니쓰,언니들의 슬램덩크 시즌 2,201719
38504,수란 (SURAN),WINE,201719
38505,아이유 (IU),Palette,201719
38506,위너(WINNER),FATE NUMBER FOR,201719
38507,한동근,한동근 1ST ALBUM ‘Your Diary’,201719
38508,혁오 (hyukoh),23,201719
38509,아이유 (IU),사랑이 잘,201719
38600,TWICE,SIGNAL,201720
38601,언니쓰,언니들의 슬램덩크 시즌 2,201720
38602,싸이 (Psy),PSY 8th 4X2=8,201720
38603,싸이 (Psy),PSY 8th 4X2=8,201720
38604,수란 (SURAN),WINE,201720
38605,아이유 (IU),Palette,201720
38606,위너(WINNER),FATE NUMBER FOR,201720
38607,"효린, 창모 (CHANGMO)",BLUE MOON,201720
38608,혁오 (hyukoh),23,201720
38609,볼빨간사춘기,군주 - 가면의 주인 OST Part 2,201720
38700,TWICE,SIGNAL,201721
38701,싸이 (Psy),PSY 8th 4X2=8,201721
38702,싸이 (Psy),PSY 8th 4X2=8,201721
38703,언니쓰,언니들의 슬램덩크 시즌 2,201721
38704,산이 (San E),모해(mohae),201721
38705,수란 (SURAN),WINE,201721
38706,아이유 (IU),Palette,201721
38707,어반 자카파 (Urban Zakapa),혼자,201721
38708,볼빨간사춘기,군주 - 가면의 주인 OST Part 2,201721
38709,위너(WINNER),FATE NUMBER FOR,201721
38800,씨스타 (Sistar),LONELY,201722
38801,TWICE,SIGNAL,201722
38802,하이라이트(Highlight),CALLING YOU,201722
38803,싸이 (Psy),PSY 8th 4X2=8,201722
38804,백아연,Bittersweet,201722
38805,싸이 (Psy),PSY 8th 4X2=8,201722
38806,언니쓰,언니들의 슬램덩크 시즌 2,201722
38807,수란 (SURAN),WINE,201722
38808,아이유 (IU),Palette,201722
38809,위너(WINNER),FATE NUMBER FOR,201722
38900,G-Dragon,권지용,201723
38901,국민의 아들,PRODUCE 101 - 35 Boys 5 Concepts,201723
38902,씨스타 (Sistar),LONELY,201723
38903,G-Dragon,권지용,201723
38904,TWICE,SIGNAL,201723
38905,G-Dragon,권지용,201723
38906,슬레이트,PRODUCE 101 - 35 Boys 5 Concepts,201723
38907,싸이 (Psy),PSY 8th 4X2=8,201723
38908,싸이 (Psy),PSY 8th 4X2=8,201723
38909,Knock,PRODUCE 101 - 35 Boys 5 Concepts,201723
39000,"볼빨간 사춘기, 스무살",남이 될 수 있을까,201724
39001,G-Dragon,권지용,201724
39002,볼빨간사춘기,군주 - 가면의 주인 OST Part 2,201724
39003,국민의 아들,PRODUCE 101 - 35 Boys 5 Concepts,201724
39004,TWICE,SIGNAL,201724
39005,씨스타 (Sistar),LONELY,201724
39006,싸이 (Psy),PSY 8th 4X2=8,201724
39007,태일,태일X세정 Single `좋아한다 안 한다`,201724
39008,G-Dragon,권지용,201724
39009,G-Dragon,권지용,201724
